PRODUTO,UF,PREÇO SANTA CRUZ
3282770388480,DF,"50,26"
3282770388480,GO,"55,76"
3282770388480,MG,"51,85"
3282770388480,PI,"55,97"
3282770388480,RJ,"42,22"
3282770388480,SP,"51,84"
3282770388497,BA,"93,46"
3282770388497,DF,"102,84"
3282770388497,GO,"98,27"
3282770388497,MG,"105,54"
3282770388497,PI,"99,36"
3282770388497,PR,"105,62"
3282770388497,RJ,"86,53"
3282770388497,SC,"81,26"
3282770388497,SP,"92,03"
3282770388510,BA,"28,31"
3282770388510,CE,"30,38"
3282770388510,PI,"32,46"
3282770388510,PR,"29,05"
3282770388510,RS,"30,33"
3282770388510,SC,"25,68"
3282770388596,BA,"28,09"
3282770388596,DF,"31,17"
3282770388596,GO,"30,03"
3282770388596,MG,"26,39"
3282770388596,MS,"30,73"
3282770388596,PI,"30,99"
3282770388596,PR,"24,09"
3282770388596,RJ,"23,55"
3282770388596,RS,"29,2"
3282770388596,SC,"24,09"
3282770388596,SP,"26,26"
3282770388596,TO,"32,1"
3282770388619,BA,"47,92"
3282770388619,CE,"60,22"
3282770388619,DF,"54,08"
3282770388619,GO,"49,61"
3282770388619,MG,"37,72"
3282770388619,PI,"61,79"
3282770388619,PR,"49,6"
3282770388619,RJ,"43,81"
3282770388619,RS,"54,11"
3282770388619,SC,"46,45"
3282770388619,SP,"39,77"
3282770388619,TO,"55,52"
3282770388626,BA,"58,25"
3282770388626,CE,"72,88"
3282770388626,DF,"73,39"
3282770388626,GO,"60,24"
3282770388626,MG,"68,85"
3282770388626,PR,"59,11"
3282770388626,RJ,"59,45"
3282770388626,RS,"73,42"
3282770388626,SC,"63,11"
3282770388626,SP,"63,73"
3282770388640,MG,"30,33"
3282770388640,PI,"32,46"
3282770388640,RJ,"27,25"
3282770388640,RS,"30,33"
3282770388640,SP,"25,63"
3282770388664,BA,"28,09"
3282770388664,CE,"29,84"
3282770388664,DF,"31,17"
3282770388664,GO,"30,03"
3282770388664,MG,"26,39"
3282770388664,MS,"30,73"
3282770388664,PI,"30,99"
3282770388664,PR,"24,09"
3282770388664,RJ,"23,55"
3282770388664,RS,"29,19"
3282770388664,SC,"24,09"
3282770388664,SP,"26,26"
3282770388664,TO,"32,1"
3282770390063,MG,"47,89"
3282770390063,PI,"44,77"
3282770390063,PR,"46,39"
3282770390063,RJ,"40,79"
3282770390063,RS,"47,89"
3282770390063,SC,"36,59"
3282770390063,SP,"41,53"
3282770390070,MG,"79,83"
3282770390070,RJ,"65,01"
3282770390070,SP,"69,26"
3282770390513,DF,"59,07"
3282770390513,GO,"54,64"
3282770390513,PR,"60,38"
3282770390513,RJ,"52,02"
3282770390513,RS,"58,66"
3282770390513,SC,"50,61"
3282770390513,SP,"52,09"
3282770390896,BA,"55,64"
3282770390896,DF,"63,01"
3282770390896,GO,"57,57"
3282770390896,PR,65
3282770390896,RS,"62,57"
3282770390896,SC,"53,96"
3282770390896,SP,"55,41"
3282770390919,BA,"55,64"
3282770390919,DF,"63,01"
3282770390919,GO,"57,57"
3282770390919,PR,"64,53"
3282770390919,RS,"62,57"
3282770390919,SC,"53,96"
3282770390919,SP,"55,62"
3282770390971,CE,"46,25"
3282770390971,PI,"44,77"
3282770390971,PR,"46,39"
3282770390971,RJ,"40,79"
3282770390971,SC,"36,59"
3282770390971,SP,"41,53"
3282770390988,DF,"55,78"
3282770390988,GO,"50,96"
3282770390988,PR,"62,92"
3282770390988,RS,"55,32"
3282770390988,SC,"49,19"
3282770391428,BA,"24,24"
3282770391428,DF,"27,29"
3282770391428,GO,"24,65"
3282770391428,MG,"23,22"
3282770391428,PI,"25,94"
3282770391428,PR,"17,42"
3282770391428,RJ,"23,92"
3282770391428,RS,"25,01"
3282770391428,SC,"24,78"
3282770391428,SP,"21,33"
3282770391428,TO,"26,07"
3282770391435,BA,"40,38"
3282770391435,CE,"43,04"
3282770391435,DF,"45,46"
3282770391435,GO,"41,06"
3282770391435,MS,"44,41"
3282770391435,PI,"43,24"
3282770391435,PR,"29,07"
3282770391435,RJ,"39,88"
3282770391435,RS,"41,45"
3282770391435,SC,"41,29"
3282770391435,SP,"35,49"
3282770391435,TO,"43,44"
3282770391442,BA,"55,25"
3282770391442,CE,"58,7"
3282770391442,DF,"62,02"
3282770391442,GO,"56,35"
3282770391442,MS,"60,65"
3282770391442,PI,"58,98"
3282770391442,PR,"34,2"
3282770391442,RJ,"54,39"
3282770391442,RS,"56,85"
3282770391442,SC,"56,31"
3282770391442,SP,"48,38"
3282770391442,TO,"63,78"
3282770391459,DF,"56,93"
3282770391459,GO,"47,07"
3282770391459,MG,"57,75"
3282770391459,PR,"58,07"
3282770391459,RJ,"47,07"
3282770391459,RS,"50,27"
3282770391459,SC,"50,12"
3282770391459,SP,"52,44"
3282770391466,BA,"69,96"
3282770391466,CE,"74,35"
3282770391466,DF,"78,56"
3282770391466,GO,"70,94"
3282770391466,MS,"70,43"
3282770391466,PI,"74,7"
3282770391466,PR,"65,69"
3282770391466,RJ,"70,54"
3282770391466,RS,"71,91"
3282770391466,SC,"72,73"
3282770391466,SP,"66,75"
3282770391466,TO,"75,05"
3282770391756,RS,"92,12"
3282770391756,SP,"84,15"
3282779003124,DF,89
3282779003124,GO,"82,62"
3282779003124,MG,"88,41"
3282779003124,MS,"92,94"
3282779003124,PR,"88,41"
3282779003124,RJ,"68,18"
3282779003124,RS,"88,4"
3282779003124,SC,"72,76"
3282779003124,SP,"62,46"
3282779003124,TO,"91,48"
3282779003131,BA,"79,9"
3282779003131,DF,94
3282779003131,GO,"87,25"
3282779003131,MG,"90,39"
3282779003131,PR,"96,73"
3282779003131,RJ,"74,56"
3282779003131,RS,"101,26"
3282779003131,SC,"66,87"
3282779003131,SP,"78,79"
3282779003131,TO,"96,61"
3282779035576,SP,"66,48"
3282779138758,DF,"277,92"
3282779138758,GO,"252,81"
3282779138758,PR,"234,42"
3282779138758,RJ,"228,45"
3282779138758,SC,"234,42"
3282779138758,SP,"239,1"
3282779340274,DF,"77,26"
3282779340274,GO,"70,87"
3282779340274,MG,"77,31"
3282779340274,PR,"70,86"
3282779340274,RJ,"62,58"
3282779340274,RS,"77,31"
3282779340274,SC,"66,35"
3282779340274,SP,"66,04"
3282779340298,BA,"46,71"
3282779340298,CE,"50,1"
3282779340298,DF,"57,41"
3282779340298,GO,"47,24"
3282779340298,MG,"51,53"
3282779340298,PI,"52,15"
3282779340298,PR,"48,83"
3282779340298,RJ,"48,17"
3282779340298,RS,"52,59"
3282779340298,SC,"50,19"
3282779340298,SP,"51,54"
3282779340298,TO,"47,11"
3282779340823,PR,"65,11"
3282779340823,RS,"68,66"
3282779340823,SC,"67,06"
3282779340830,BA,"51,83"
3282779340830,CE,"62,81"
3282779340830,PR,"51,75"
3282779340830,RS,"56,44"
3282779340830,SC,"38,56"
3282779340847,BA,"41,2"
3282779340847,CE,"43,92"
3282779340847,DF,"46,39"
3282779340847,GO,"41,9"
3282779340847,PI,"44,12"
3282779340847,PR,"29,66"
3282779340847,RJ,"40,69"
3282779340847,RS,"42,3"
3282779340847,SC,"38,34"
3282779340847,SP,"36,21"
3282779341509,BA,"68,46"
3282779341509,CE,"75,59"
3282779341509,DF,"77,26"
3282779341509,GO,"70,87"
3282779341509,MG,"77,31"
3282779341509,PR,"70,33"
3282779341509,RJ,"75,33"
3282779341509,RS,"77,31"
3282779341509,SC,"66,35"
3282779341509,SP,"66,04"
3282779366038,DF,"74,76"
3282779366038,GO,"68,3"
3282779366038,PR,"60,13"
3282779366038,RS,"74,22"
3282779366038,SC,"64,03"
3282779366038,SP,"60,13"
3282779374118,DF,"68,32"
3282779374309,RJ,"184,07"
3282779374309,SC,"152,2"
3282779374309,SP,"161,44"
3282779380423,PR,"49,61"
3282779380423,RS,"54,11"
3282779380423,SC,"45,35"
3337871308612,BA,"84,31"
3337871308612,DF,"92,95"
3337871308612,GO,"93,32"
3337871308612,PR,"104,65"
3337871308612,RJ,"84,93"
3337871308612,SC,"80,15"
3337871308612,SP,"84,64"
3337871308612,TO,"95,38"
3337871310455,DF,"117,72"
3337871310455,GO,"101,77"
3337871310455,PR,"109,65"
3337871310455,RJ,"92,04"
3337871310455,RS,"129,98"
3337871310455,SC,"96,72"
3337871310455,SP,"100,2"
3337871310592,PR,"109,11"
3337871310592,RS,"123,05"
3337871310592,SC,"96,2"
3337871310592,TO,"114,49"
3337871320300,DF,"117,5"
3337871320300,GO,"101,77"
3337871320300,MG,"129,31"
3337871320300,MS,"118,36"
3337871320300,PR,"109,11"
3337871320300,RJ,"106,4"
3337871320300,SC,"93,54"
3337871320300,SP,"98,4"
3337871320300,TO,"114,49"
3337871320324,BA,"105,46"
3337871320324,DF,"113,64"
3337871320324,GO,"108,16"
3337871320324,MG,"125,73"
3337871320324,MS,"123,91"
3337871320324,PR,"106,09"
3337871320324,RJ,"106,4"
3337871320324,SC,"93,54"
3337871320324,SP,"98,4"
3337871320324,TO,"114,49"
3337871320751,DF,"139,47"
3337871320751,GO,"127,21"
3337871320751,MG,"183,74"
3337871320751,PR,"157,03"
3337871320751,RJ,"141,92"
3337871320751,RS,"180,25"
3337871320751,SC,"121,11"
3337871320751,SP,127
3337871320980,DF,"117,39"
3337871320980,GO,"102,02"
3337871320980,PR,"118,9"
3337871320980,SC,"100,88"
3337871320980,SP,"107,32"
3337871322083,PR,"257,41"
3337871323332,DF,"154,72"
3337871323332,GO,"143,92"
3337871323332,MG,"178,03"
3337871323332,RJ,"157,7"
3337871323332,SP,"141,12"
3337871323332,TO,"182,69"
3337871324001,BA,"106,36"
3337871324001,CE,"87,52"
3337871324001,DF,"113,64"
3337871324001,GO,"108,16"
3337871324001,MG,"125,73"
3337871324001,MS,"118,36"
3337871324001,PR,"109,11"
3337871324001,RJ,"106,4"
3337871324001,RS,"126,3"
3337871324001,SC,"93,54"
3337871324001,SP,"98,4"
3337871324001,TO,"114,49"
3337871324476,PR,"294,62"
3337871324476,RS,"296,96"
3337871324476,SC,"225,64"
3337871324476,SP,"239,96"
3337871325671,DF,"113,64"
3337871325671,GO,"108,16"
3337871325671,PR,"109,11"
3337871325671,RJ,"109,91"
3337871325671,RS,"123,05"
3337871325671,SC,"93,54"
3337871325671,SP,"98,4"
3337871325671,TO,"114,49"
3337872411595,PR,"114,66"
3337872411595,SC,"97,28"
3337872411595,SP,"103,48"
3337872412141,DF,"89,11"
3337872412141,MG,"95,36"
3337872412141,PR,"82,75"
3337872412141,RJ,"80,7"
3337872412141,RS,"93,33"
3337872412141,SC,"72,96"
3337872412141,SP,"74,63"
3337872413025,DF,"178,23"
3337872413025,GO,"162,83"
3337872413025,MG,"204,74"
3337872413025,MS,"221,03"
3337872413025,PR,"202,1"
3337872413025,SC,"154,78"
3337872413025,SP,"163,45"
3337872413025,TO,"210,11"
3337872413704,DF,"201,16"
3337872413704,GO,"185,39"
3337872413704,MG,"231,45"
3337872413704,PR,"226,86"
3337872413704,RJ,"178,46"
3337872413704,RS,"227,05"
3337872413704,SC,"173,74"
3337872413704,SP,"183,47"
3337872413728,BA,"218,79"
3337872413728,DF,"209,24"
3337872413728,GO,"192,53"
3337872413728,MG,"240,36"
3337872413728,MS,"225,58"
3337872413728,PI,"213,47"
3337872413728,PR,"270,21"
3337872413728,RJ,"188,73"
3337872413728,SC,"207,3"
3337872413728,SP,"191,88"
3337872413728,TO,"246,69"
3337872413735,DF,"154,97"
3337872413735,GO,"155,59"
3337872413735,MG,"179,28"
3337872413735,PR,"200,13"
3337872413735,RJ,"138,49"
3337872413735,RS,"200,29"
3337872413735,SC,"154,63"
3337872413735,SP,"142,12"
3337872414039,PR,"254,84"
3337872414039,RJ,"200,86"
3337872414039,RS,"253,26"
3337872414039,SC,"195,16"
3337872414039,SP,"204,64"
3337872414152,PR,"261,76"
3337872414152,RJ,"238,75"
3337872414152,RS,"262,01"
3337872414152,SC,"214,41"
3337872414152,SP,"211,71"
3337875414067,DF,"116,93"
3337875414067,GO,"96,69"
3337875414067,SP,"107,32"
3337875543248,BA,"140,56"
3337875543248,CE,"150,28"
3337875543248,DF,"154,72"
3337875543248,GO,"155,59"
3337875543248,MG,"178,03"
3337875543248,MS,"191,71"
3337875543248,PI,"158,1"
3337875543248,PR,"174,49"
3337875543248,RJ,"138,49"
3337875543248,RS,"174,64"
3337875543248,SC,"134,58"
3337875543248,SP,"141,12"
3337875543248,TO,"182,69"
3337875549493,DF,"147,23"
3337875549493,GO,"147,82"
3337875549493,MS,"167,08"
3337875549493,PI,"158,11"
3337875549493,PR,"184,96"
3337875549493,RJ,"137,24"
3337875549493,RS,"200,29"
3337875549493,SC,"133,63"
3337875549493,SP,"141,12"
3337875570404,MG,"98,91"
3337875578486,BA,"98,71"
3337875578486,CE,"105,26"
3337875578486,DF,"108,47"
3337875578486,GO,"108,9"
3337875578486,MG,"125,48"
3337875578486,MS,"117,22"
3337875578486,PI,"110,65"
3337875578486,PR,"122,11"
3337875578486,RJ,"96,94"
3337875578486,RS,"123,34"
3337875578486,SC,"81,54"
3337875578486,SP,"98,75"
3337875578486,TO,"127,88"
3337875594516,BA,"105,32"
3337875594516,DF,"115,51"
3337875594516,GO,"105,53"
3337875594516,MG,"116,5"
3337875594516,MS,"108,55"
3337875594516,PI,"102,74"
3337875594516,PR,"114,18"
3337875594516,RJ,"89,99"
3337875594516,RS,"113,48"
3337875594516,SC,"87,45"
3337875594516,SP,"91,71"
3337875594516,TO,"118,72"
3337875596763,BA,"201,03"
3337875596763,DF,"170,47"
3337875596763,GO,"171,16"
3337875596763,MS,"183,79"
3337875596763,PR,"191,95"
3337875596763,RJ,"152,36"
3337875596763,SC,"148,04"
3337875596763,SP,"155,24"
3337875596763,TO,"200,99"
3337875598071,DF,"139,47"
3337875598071,GO,"140,03"
3337875598071,MG,"177,27"
3337875598071,PR,"165,76"
3337875598071,RJ,"130,39"
3337875598071,SC,"121,11"
3337875598071,SP,"134,07"
3337875613668,BA,"148,83"
3337875613668,DF,"154,97"
3337875613668,GO,"155,59"
3337875613668,MG,"179,28"
3337875613668,PI,"182,11"
3337875613668,RJ,"133,25"
3337875613668,SP,"148,17"
3337875613668,TO,"166,97"
3337875656764,DF,"121,12"
3337875656764,GO,"115,21"
3337875656764,MG,"132,18"
3337875656764,PR,"127,19"
3337875656764,RJ,"103,61"
3337875656764,SC,"107,9"
3337875656764,SP,115
3337875660549,DF,"240,26"
3337875660549,GO,"241,22"
3337875660549,PR,"270,49"
3337875660549,SC,"207,15"
3337875660549,SP,"218,76"
3337875660617,BA,"159,69"
3337875660617,DF,"174,07"
3337875660617,GO,"159,02"
3337875660617,PR,"196,3"
3337875660617,RJ,"157,27"
3337875660617,RS,"196,49"
3337875660617,SC,"137,64"
3337875660617,SP,"158,76"
3337875660617,TO,"178,9"
3337875686471,BA,"69,79"
3337875686471,DF,"75,97"
3337875686471,GO,"115,11"
3337875686471,MG,"82,84"
3337875686471,MS,"78,35"
3337875686471,PI,"80,79"
3337875686471,PR,"81,08"
3337875686471,RJ,"62,07"
3337875686471,RS,"84,17"
3337875686471,SC,"65,81"
3337875686471,SP,"67,64"
3337875686471,TO,78
3337875696548,BA,"177,68"
3337875696548,DF,"170,47"
3337875696548,GO,"156,86"
3337875696548,MG,"195,84"
3337875696548,MS,"183,79"
3337875696548,PR,"191,95"
3337875696548,RJ,"155,74"
3337875696548,RS,"192,12"
3337875696548,SC,"148,04"
3337875696548,SP,"155,24"
3337875696548,TO,"200,99"
3337875696586,BA,"87,68"
3337875696586,DF,"89,08"
3337875696586,GO,"85,52"
3337875696586,MG,"106,77"
3337875696586,PI,"94,82"
3337875696586,PR,"104,65"
3337875696586,RJ,"82,31"
3337875696586,RS,"104,75"
3337875696586,SC,"77,35"
3337875696586,SP,"84,64"
3337875729864,DF,"266,7"
3337875729864,GO,"220,05"
3337875729864,MG,"267,07"
3337875729864,PR,"300,24"
3337875729864,RS,"300,49"
3337875729864,SC,"230,34"
3337875729864,SP,"301,9"
3337875735780,BA,"69,79"
3337875735780,DF,"75,97"
3337875735780,GO,"69,69"
3337875735780,MG,"82,84"
3337875735780,MS,"78,35"
3337875735780,PR,"81,08"
3337875735780,RJ,"62,07"
3337875735780,RS,"84,17"
3337875735780,SC,"65,81"
3337875735780,SP,"67,64"
3337875760201,GO,"176,96"
3337875760201,RJ,"170,86"
3337875762908,DF,"193,74"
3337875762908,GO,177
3337875762908,PR,"219,67"
3337875762908,RJ,"174,75"
3337875762908,SC,"168,24"
3337875762908,SP,"176,41"
3337875762908,TO,"198,81"
3337875763790,DF,"146,99"
3337875763790,GO,"136,73"
3337875763790,PR,"165,76"
3337875763790,RS,"190,27"
3337875763790,SC,"126,95"
3337875763790,SP,"134,07"
3337875778916,BA,"184,54"
3337875778916,PR,"228,47"
3337875778916,RS,"227,05"
3337875778916,SC,"174,98"
3337875782357,DF,"65,7"
3337875782357,GO,"60,02"
3337875782357,MG,"75,6"
3337875782357,PR,"74,1"
3337875782357,RJ,"58,29"
3337875782357,SC,"56,75"
3337875782357,SP,"73,4"
3337875791885,BA,"231,96"
3337875791885,DF,"201,5"
3337875791885,GO,"169,44"
3337875791885,MG,"233,1"
3337875791885,RJ,"180,06"
3337875791885,SP,"183,47"
3337875791885,TO,"237,54"
3337875797580,BA,"76,78"
3337875797580,DF,"83,58"
3337875797580,GO,"70,79"
3337875797580,MG,"91,14"
3337875797580,MS,"86,19"
3337875797580,PI,"88,87"
3337875797580,PR,"89,2"
3337875797580,RJ,"68,28"
3337875797580,RS,"92,6"
3337875797580,SC,"72,4"
3337875797580,SP,"74,41"
3337875797580,TO,"85,81"
3337875803786,BA,"140,56"
3337875803786,DF,"177,76"
3337875803786,GO,"162,4"
3337875803786,PR,"174,49"
3337875803786,RJ,"139,78"
3337875803786,RS,"174,64"
3337875803786,SC,"121,11"
3337875803786,SP,"116,21"
3337875803847,CE,"112,7"
3337875803847,DF,"116,01"
3337875803847,GO,"105,99"
3337875803847,RS,"130,97"
3337875803847,SP,"105,82"
3337875847292,RS,"93,71"
3401365334248,SP,"26,19"
3433422404397,BA,"84,31"
3433422404397,CE,"90,21"
3433422404397,DF,"92,8"
3433422404397,GO,"93,32"
3433422404397,MG,"106,77"
3433422404397,MS,"100,21"
3433422404397,PR,"105,4"
3433422404397,RJ,"82,31"
3433422404397,RS,"103,81"
3433422404397,SC,"80,73"
3433422404397,SP,"84,64"
3433422404397,TO,"95,38"
3433422404403,BA,"106,44"
3433422404403,DF,"116,01"
3433422404403,GO,"116,68"
3433422404403,PR,"130,84"
3433422404403,RJ,"103,87"
3433422404403,SC,"91,75"
3433422404403,SP,"105,82"
3433422404403,TO,137
3433422404533,DF,"61,85"
3433422404533,GO,"61,49"
3433422404533,MG,"68,15"
3433422404533,PR,"72,35"
3433422404533,RJ,"62,23"
3433422404533,SC,"63,93"
3433422404533,SP,"56,82"
3433422408357,PR,"89,15"
3433422408357,SC,"75,52"
3433422408586,DF,"121,12"
3433422408586,MG,"127,87"
3433422408586,PR,"127,19"
3433422408586,RJ,"103,61"
3433422408586,RS,"130,3"
3433422408586,SC,"104,49"
3433422408586,SP,115
3499320004473,DF,"107,87"
3499320004473,GO,"102,54"
3499320004473,MG,"122,64"
3499320004473,PR,"122,64"
3499320004473,RJ,"97,58"
3499320004473,RS,"122,64"
3499320004473,SC,"93,86"
3499320004473,SP,"85,99"
3499320004497,DF,"70,73"
3499320004497,GO,"61,46"
3499320004497,MG,"71,27"
3499320004497,MS,"71,27"
3499320004497,PR,"71,27"
3499320004497,RJ,"58,46"
3499320004497,RS,"71,26"
3499320004497,SC,"60,06"
3499320004497,SP,"65,66"
3499320007979,MG,"134,92"
3499320007979,PR,"135,76"
3499320007979,RS,"134,92"
3499320007979,SC,"103,04"
3499320007986,DF,"93,48"
3499320007986,GO,"110,65"
3499320007986,MG,"106,28"
3499320007986,PR,"103,33"
3499320007986,RJ,"103,18"
3499320007986,RS,"106,27"
3499320007986,SC,"106,53"
3499320007986,SP,"74,51"
3499320008198,DF,"25,03"
3499320008198,GO,"27,47"
3499320008198,MG,"28,55"
3499320008198,MS,"28,54"
3499320008198,PI,"25,57"
3499320008198,PR,"28,57"
3499320008198,RJ,"23,18"
3499320008198,RS,"28,17"
3499320008198,SC,"29,43"
3499320008198,SP,"25,91"
3499320008341,CE,"25,58"
3499320008341,DF,"25,03"
3499320008341,GO,"27,47"
3499320008341,MG,"27,78"
3499320008341,PI,"25,57"
3499320008341,PR,"28,38"
3499320008341,RJ,"23,6"
3499320008341,RS,"28,17"
3499320008341,SC,"29,22"
3499320008341,SP,"25,91"
3499320009775,DF,"62,38"
3499320009775,GO,"62,11"
3499320009775,MG,"65,7"
3499320009775,PR,"65,72"
3499320009775,RJ,"50,62"
3499320009775,RS,"65,72"
3499320009775,SC,"55,38"
3499320009775,SP,"60,54"
3499320011334,DF,"54,76"
3499320011334,GO,"45,28"
3499320011341,DF,"48,59"
3499320011341,GO,"44,4"
3499320011341,MG,"60,92"
3499320011341,PI,"40,88"
3499320011341,RJ,"36,4"
3499320011341,SP,"37,22"
3499320011389,DF,"86,27"
3499320011389,GO,"73,29"
3499320011389,MG,"98,11"
3499320011389,PR,"98,12"
3499320011389,RJ,"79,51"
3499320011389,RS,"98,09"
3499320011389,SC,"75,09"
3499320011389,SP,"68,77"
3499320011655,BA,"90,31"
3499320011655,DF,"97,08"
3499320011655,GO,"82,47"
3499320011655,MG,"110,37"
3499320011655,MS,"110,37"
3499320011655,PR,"110,37"
3499320011655,RJ,"89,46"
3499320011655,RS,"110,37"
3499320011655,SC,"84,47"
3499320011655,SP,"77,39"
3499320011686,DF,"89,87"
3499320011686,GO,"91,38"
3499320011686,MG,"102,2"
3499320011686,PR,"102,2"
3499320011686,RJ,"82,85"
3499320011686,RS,"102,18"
3499320011686,SC,"78,21"
3499320011686,SP,"71,64"
3499320012485,DF,"67,64"
3499320012485,GO,"67,36"
3499320012485,MG,"71,27"
3499320012485,MS,"54,86"
3499320012485,PR,"71,27"
3499320012485,RJ,"58,46"
3499320012485,RS,"71,26"
3499320012485,SC,"60,06"
3499320012485,SP,"65,66"
3499320012492,DF,"136,65"
3499320012492,GO,"138,96"
3499320012492,MG,"155,37"
3499320012492,PR,"155,36"
3499320012492,RJ,"125,92"
3499320012492,RS,"155,38"
3499320012492,SC,"118,9"
3499320012492,SP,"108,93"
3499320012508,DF,"107,87"
3499320012508,GO,"91,63"
3499320012508,MG,"122,64"
3499320012508,MS,"122,64"
3499320012508,PR,"122,64"
3499320012508,RJ,"99,4"
3499320012508,RS,"122,64"
3499320012508,SC,"93,86"
3499320012508,SP,"85,99"
3499320012508,TO,"115,36"
3499320012553,DF,"86,27"
3499320012553,GO,"87,74"
3499320012553,RJ,"87,42"
3499320012553,SP,"93,08"
3499320012560,DF,"86,27"
3499320012560,GO,"73,29"
3499320012560,MG,"98,11"
3499320012560,PI,"75,53"
3499320012560,RJ,"79,51"
3499320012560,SP,"93,06"
3499320014144,DF,"56,08"
3499320014144,MG,"59,34"
3499320014144,RJ,"49,67"
3499320014144,SP,58
3499320014267,BA,"86,96"
3499320014267,DF,"97,27"
3499320014267,GO,"95,05"
3499320014267,MG,"106,28"
3499320014267,MS,"106,27"
3499320014267,PI,"81,84"
3499320014267,PR,"106,28"
3499320014267,RJ,"86,11"
3499320014267,RS,"106,27"
3499320014267,SC,"81,34"
3499320014267,SP,"100,83"
3499320014267,TO,"99,97"
3499320014274,DF,"67,31"
3499320014274,GO,"65,77"
3499320014274,MG,"73,55"
3499320014274,PI,"56,63"
3499320014274,RJ,"59,64"
3499320014274,SP,"69,79"
3499320014540,DF,"112,24"
3499320014540,GO,"102,54"
3499320014540,MG,"122,64"
3499320014540,RJ,"99,4"
3499320014540,SP,"116,33"
3499320015462,PR,"114,47"
3499320015462,RS,"114,48"
3499320015462,SC,"79,83"
3600524057336,DF,"92,18"
3600524057336,GO,"84,21"
3600524057336,MG,"107,4"
3600524057336,PR,"105,82"
3600524057336,RJ,"86,48"
3600524057336,RS,"103,08"
3600524057336,SC,"81,04"
3600524057336,SP,"85,14"
3600524057336,TO,"94,74"
3662042000249,BA,"107,55"
3662042000249,CE,"112,34"
3662042000249,DF,"120,48"
3662042000249,GO,"98,39"
3662042000249,MG,"99,21"
3662042000249,MS,"120,82"
3662042000249,PI,"113,1"
3662042000249,PR,"127,82"
3662042000249,RJ,"102,62"
3662042000249,RS,"124,54"
3662042000249,SC,"108,7"
3662042000249,SP,"114,4"
3662042000249,TO,"118,5"
3700399100462,SP,"37,27"
4005808174478,BA,"33,24"
4005808174478,DF,"34,6"
4005808174478,GO,"29,1"
4005808174478,MG,42
4005808174478,MS,"39,06"
4005808174478,PI,"44,19"
4005808174478,PR,"39,02"
4005808174478,RJ,"30,71"
4005808174478,RS,"39,93"
4005808174478,SC,"27,17"
4005808174478,SP,"30,88"
4005808189342,BA,"19,59"
4005808189342,CE,"20,75"
4005808189342,DF,"21,04"
4005808189342,GO,"17,33"
4005808189342,MG,"22,95"
4005808189342,MS,"21,97"
4005808189342,PI,"21,81"
4005808189342,PR,"22,99"
4005808189342,RJ,"21,97"
4005808189342,RS,"22,28"
4005808189342,SC,"17,04"
4005808189342,SP,"21,44"
4005808189625,BA,"19,59"
4005808189625,DF,"21,04"
4005808189625,GO,"17,33"
4005808189625,MG,"22,95"
4005808189625,MS,"21,97"
4005808189625,PI,"21,81"
4005808189625,PR,"22,99"
4005808189625,RJ,"21,97"
4005808189625,RS,"22,28"
4005808189625,SC,"17,04"
4005808189625,SP,"21,44"
4005808257553,BA,"6,84"
4005808257553,DF,"7,54"
4005808257553,GO,"6,8"
4005808257553,MG,"8,28"
4005808257553,MS,"7,89"
4005808257553,PR,"8,08"
4005808257553,RJ,"7,36"
4005808257553,RS,"8,74"
4005808257553,SC,"7,11"
4005808257553,SP,"6,99"
4005808257584,BA,"6,84"
4005808257584,CE,"7,17"
4005808257584,DF,"7,54"
4005808257584,GO,"6,8"
4005808257584,MS,"7,89"
4005808257584,PR,"8,08"
4005808257584,RJ,"7,36"
4005808257584,RS,"8,74"
4005808257584,SC,"7,11"
4005808257584,SP,"6,99"
4005808257669,BA,"6,84"
4005808257669,DF,"7,54"
4005808257669,GO,"6,8"
4005808257669,MS,"7,89"
4005808257669,PI,"7,96"
4005808257669,PR,"8,08"
